row.names,asv.id,q2.id,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species,ASV
ASV1038,ASV1038,823fde7bb9a9d9f436cac1d0c37e70bd,0.999999916,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polynucleobacter,,ASV1038
ASV1039,ASV1039,8242206ff1f2db4e3fa5f29aad2db060,0.902805563,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rubripirellula,,ASV1039
ASV1040,ASV1040,8244bad8b20068b40c8017a21cafbec5,0.933691177,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Roseibacillus,s__uncultured_Verrucomicrobium,ASV1040
ASV1041,ASV1041,829291fea7d873344bf717c2f4285513,0.799011675,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__uncultured_bacterium,ASV1041
ASV1042,ASV1042,82a8efbb33ac4298472fc6e4bcc984cf,0.990426201,d__Bacteria,,,,,,,ASV1042
ASV1043,ASV1043,82e6183d5152515f28b56e0cbb035428,0.941755162,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__CL500-3,s__uncultured_marine,ASV1043
ASV1044,ASV1044,830920cb69b96d0787990ee3c12fba6e,0.999451646,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__bacterium_enrichment,ASV1044
ASV1045,ASV1045,830b28b9a303216dce8fd0f2c40c9d71,0.857735696,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__Unknown_Family,g__Acidibacter,,ASV1045
ASV1046,ASV1046,831bae17ad1c24ca90a947f073719521,0.994719565,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1046
ASV1047,ASV1047,8321d47baba58c33aba7746bf6c7d216,0.99999999,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,,ASV1047
ASV1048,ASV1048,8335f4f9e4a4d46939496423118ab5a4,0.999999999,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV1048
ASV1049,ASV1049,833ea74468a07e4d699e331a259ce69d,0.983138529,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__bacterium_enrichment,ASV1049
ASV1050,ASV1050,83449344ec97d99c170665cb121a36e6,0.96105386,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,s__bacterium_WHC7-12,ASV1050
ASV1051,ASV1051,8345c903f1ebe13aa63fe6ff59467eee,0.977694096,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,s__uncultured_bacterium,ASV1051
ASV1052,ASV1052,8345e64296476e3077d6acd881c61bac,0.948017137,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__unidentified_marine,ASV1052
ASV1053,ASV1053,834fb366098cc49e6bb94d345207f149,0.999999989,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,,ASV1053
ASV1054,ASV1054,836c0ab48875df264a38f81f5590616b,0.734576379,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,s__unidentified_marine,ASV1054
ASV1055,ASV1055,8385b881c566f1e3f03f1919fcb10461,0.99002487,d__Bacteria,,,,,,,ASV1055
ASV1056,ASV1056,83d375a659872d505920365abd108859,0.840088698,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,s__uncultured_Alphaproteobacteria,ASV1056
ASV1057,ASV1057,84499706784e3f6791d83e74b5df9cf0,0.996363861,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__uncultured_bacterium,ASV1057
ASV1058,ASV1058,84614ac1eab7a80a95a01b2cf3f5bfb4,0.933422915,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__marine_metagenome,ASV1058
ASV1059,ASV1059,847da2a09bc1b5452fab63f4fc7202ce,0.986251983,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__uncultured,s__uncultured_gamma,ASV1059
ASV1060,ASV1060,8494f4f5ffb93881a2ed6fd8281c5adf,0.999999585,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,,ASV1060
ASV1061,ASV1061,8496b16448012f1bbf267a3f79635d99,0.889341448,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__bacterium_enrichment,ASV1061
ASV1062,ASV1062,84e1b1b248a3568bad37437610216e23,0.807611339,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__uncultured,s__uncultured_Brumimicrobium,ASV1062
ASV1063,ASV1063,84e45dd66b7a357fda7140eb244c0fdd,0.879643729,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ia,,ASV1063
ASV1064,ASV1064,851205aa8b3aa1b86b152a4bfaf5e54a,0.999996534,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__DEV114,s__uncultured_bacterium,ASV1064
ASV1065,ASV1065,85128df82f9890cb3cd720a75a32e2fd,0.99902078,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1065
ASV1066,ASV1066,858c138bbe7fc49c7f1f5266884557c5,0.998701294,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1066
ASV1067,ASV1067,85b22484acaf63b78aad59cffedd4c80,0.996434998,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,,ASV1067
ASV1068,ASV1068,85b8400accef9374a8d539f7281eb5f9,0.71364636,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,s__uncultured_Flavobacteriales,ASV1068
ASV1069,ASV1069,85c2b41e04c45e67eac1790f8e84c684,0.999999018,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__OM182_clade,g__OM182_clade,,ASV1069
ASV1070,ASV1070,85d0581b53250c1afc8f33e296c5ab3c,0.984045494,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__alpha_proteobacterium,ASV1070
ASV1071,ASV1071,85d4a50857059775eea3646d78931c65,0.810926876,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__uncultured,s__uncultured_marine,ASV1071
ASV1072,ASV1072,85d9cdf23cc27c680cc05c3f6bc40f3a,0.999944746,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Defluviicoccales,f__uncultured,g__uncultured,s__unidentified_marine,ASV1072
ASV1073,ASV1073,85db52cfe7cbe93b92339d146fa58cdd,0.959619259,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__Ilumatobacter,s__uncultured_actinobacterium,ASV1073
ASV1074,ASV1074,85dffdd7dd0a1a04f792fc506fbd7978,0.806322572,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__211ds20,g__211ds20,s__metagenome,ASV1074
ASV1075,ASV1075,85fa07adf648726efbbedba476f3826e,0.986086265,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__uncultured_bacterium,ASV1075
ASV1076,ASV1076,85fb72137a59efb968d8bd7b4cd9378d,0.866855816,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__PS1_clade,g__PS1_clade,s__marine_metagenome,ASV1076
ASV1077,ASV1077,860625d6d1bdf213f1d69df71c5e3b32,0.851363157,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__metagenome,ASV1077
ASV1078,ASV1078,86190b49facc3ad6ce0f6cf45b4ab206,0.964342145,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__marine_metagenome,ASV1078
ASV1079,ASV1079,865dd91ae3e4819bd3e93359f07e76dc,0.870234762,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome,ASV1079
ASV1080,ASV1080,867fb64cb81bc491d1c36c5be11d6034,0.999999985,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,ASV1080
ASV1081,ASV1081,86823d7a53acda9019035761f49a348b,0.998423099,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1081
ASV1082,ASV1082,86ac0fc55ea19329b73483027aa067a4,0.84280937,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__uncultured_bacterium,ASV1082
ASV1083,ASV1083,86b251af57e45c3b7bc59302eae6c433,0.746480093,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__OM60(NOR5)_clade,s__uncultured_Glaciecola,ASV1083
ASV1084,ASV1084,86d601d6d1b8ddfb668f00b5dfc915d1,0.893177245,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,s__uncultured_bacterium,ASV1084
ASV1085,ASV1085,86def0949c02fc82e3b20425d0a807b0,0.999887204,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,,ASV1085
ASV1086,ASV1086,86f0349e5505bd41fff82981c20dbd68,0.882136391,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Cuspidothrix_LMECYA_163,s__Cuspidothrix_issatschenkoi,ASV1086
ASV1087,ASV1087,870c90511e663c0cb5973093f913154f,0.999999273,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__Pseudohongiella,,ASV1087
ASV1088,ASV1088,8725e3389875685bc6636aa63e983a0f,0.999999408,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured,s__uncultured_Bacteroidetes/Chlorobi,ASV1088
ASV1089,ASV1089,872b0bfe1845e2bc63a7ecac6c1c4ce9,0.778946617,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__uncultured_bacterium,ASV1089
ASV1090,ASV1090,872bf7509b0f9d3c7af7047f416cd645,0.999999987,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV1090
ASV1091,ASV1091,875805ea02345e6b0dbe1fed87bf4c93,0.994039486,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s__bacterium_enrichment,ASV1091
ASV1092,ASV1092,875cdb0f7b384dc90b0bd0afb1a51a20,0.774494178,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,s__uncultured_bacterium,ASV1092
ASV1093,ASV1093,876e397bce8ff775cf0bddd0148342dc,1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Roseibacillus,,ASV1093
ASV1094,ASV1094,8778f0469a7a1faf3865e69240f1fc8c,0.999999999,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__KI89A_clade,g__KI89A_clade,,ASV1094
ASV1095,ASV1095,8780f99bbca94cd8767b803751399040,0.99999887,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,,ASV1095
ASV1096,ASV1096,87840229cab1ad680f43402e6ce26d4f,0.999999446,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured,s__uncultured_Bacteroidetes/Chlorobi,ASV1096
ASV1097,ASV1097,879b2b3749a699a4dc2471d7af228cc3,0.998542918,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1097
ASV1098,ASV1098,87a0b4ca502173254ec86917c1879d1a,0.795434851,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ia,,ASV1098
ASV1099,ASV1099,87be7e1b00a60dd6af34573e0ae1dfae,0.999802099,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,,,ASV1099
ASV1100,ASV1100,87ca3d22da453c0788e2f20cf8f3123d,0.999999999,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Puniceicoccaceae,g__MB11C04_marine_group,,ASV1100
ASV1101,ASV1101,87cbd5ee60a00c3547f44a7550077e63,0.999985129,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__unidentified_marine,ASV1101
ASV1102,ASV1102,87f8c57c28d5c2bd4936274fa33307ba,0.966774111,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacterium,ASV1102
ASV1103,ASV1103,880c036bf77a1acf9a557a13fffa4ee3,0.751266199,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__KI89A_clade,g__KI89A_clade,s__uncultured_marine,ASV1103
ASV1104,ASV1104,88346a7db09a439b75991c3c29beb350,0.986156344,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__GOUTA6,s__metagenome,ASV1104
ASV1105,ASV1105,8840f8c8777b4fe457a7609acc376ff2,0.999995843,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,,ASV1105
ASV1106,ASV1106,88835cb5120fb8f68346035735d789de,0.735103723,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__PS1_clade,g__PS1_clade,s__uncultured_Alphaproteobacteria,ASV1106
ASV1107,ASV1107,88a8d78cb9d4ca38e9f826fb0b238614,0.972174063,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1107
ASV1108,ASV1108,88f3d968adc66e6c7b66aec8f32d4879,0.750360421,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,s__marine_metagenome,ASV1108
ASV1109,ASV1109,89388b58f49c2ec35b5e5ac3ce6f3e56,0.888601077,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,s__bacterium_enrichment,ASV1109
ASV1110,ASV1110,8960bbf6b284be0b5105bd578d1c9148,0.999994566,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__uncultured,s__uncultured_Alphaproteobacteria,ASV1110
ASV1111,ASV1111,896fe0df6d28c3281ad9baf8523fa30a,0.983430819,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Candidatus_Megaira,s__Candidatus_Megaira,ASV1111
ASV1112,ASV1112,898894de7ee0f3c0d8c84fa8bd9d2d23,0.990396923,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_II,g__Clade_II,,ASV1112
ASV1113,ASV1113,899452e61a339b53f769d83411f1538e,0.995993247,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Bradymonadales,f__Bradymonadales,g__Bradymonadales,s__uncultured_delta,ASV1113
ASV1114,ASV1114,89ac8ec549212e6c85b001628f8956ba,0.984048812,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__GOUTA6,s__metagenome,ASV1114
ASV1115,ASV1115,89b362f3bb50ec8cbe9acb2d67c9e86d,1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,,ASV1115
ASV1116,ASV1116,89ccf5c319581f51884e86f213938d01,0.734566239,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__uncultured,g__uncultured,s__uncultured_bacterium,ASV1116
ASV1117,ASV1117,89cff90de2a65036ff3d7b4ff03200a4,0.83753012,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_marine,ASV1117
ASV1118,ASV1118,89d1e59fa742c134c01c5113f515ffe8,0.977736165,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,,ASV1118
ASV1119,ASV1119,8a2942f5efc3629439d416c5f3aa7d84,0.999999873,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV1119
ASV1120,ASV1120,8a3fd99306f5326ec01a2becd48041cb,0.753710797,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_marine,ASV1120
ASV1121,ASV1121,8a4cbc8c97c837d285f487f1dadc2619,0.999999997,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,,ASV1121
ASV1122,ASV1122,8a5d723c1737157229b23abd7ed6d767,0.826854923,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__Candidatus_Planktophila,ASV1122
ASV1123,ASV1123,8a6a94a8860374f8ce32da586ed65544,0.786248269,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__uncultured,s__uncultured_marine,ASV1123
ASV1124,ASV1124,8a85efc37556eaee26067ebf6ef1ac9e,0.999968235,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,,ASV1124
ASV1125,ASV1125,8a90a68a33055cdd17bb3181c65fcb25,1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS7_marine_group,g__NS7_marine_group,,ASV1125
ASV1126,ASV1126,8a9b91c45987d8b0c5619242bdc7660d,0.99995699,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__JTB23,f__JTB23,g__JTB23,s__metagenome,ASV1126
ASV1127,ASV1127,8af9546a8368603b57e3fdd6ab8db56c,0.999999996,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,,ASV1127
ASV1128,ASV1128,8b09865ec390cb3737ee382ec959934f,0.984285543,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__unidentified_marine,ASV1128
ASV1129,ASV1129,8b0f8abee2a34b5f3a95c53942fc4718,0.986290465,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__marine_metagenome,ASV1129
ASV1130,ASV1130,8b19159d053e19be8da4b605f1a34900,0.767114299,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__Verrucomicrobia_bacterium,ASV1130
ASV1131,ASV1131,8b1b8d09b18211a4535fb17b2a4fa0a0,0.999983897,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Aureispira,s__uncultured_bacterium,ASV1131
ASV1132,ASV1132,8b2b76083ed65f64c44a75ec331f5da0,0.999728768,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,,ASV1132
ASV1133,ASV1133,8b2be12e6d144b1707e7a0a45f62bd48,1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Puniceicoccaceae,g__MB11C04_marine_group,,ASV1133
ASV1134,ASV1134,8bcd41f2479bede04d4e7aa04dfa5170,0.999964136,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,ASV1134
ASV1135,ASV1135,8c16bd98929c338c76a1221f620dd3ca,0.999999775,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,,,ASV1135
ASV1136,ASV1136,8c4e27f976ed077e0cfb084865c2a8c8,0.989591959,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__alpha_proteobacterium,ASV1136
ASV1137,ASV1137,8c5d8294feeee4684234c8072effbb95,0.79790009,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ia,,ASV1137
ASV1138,ASV1138,8c7db094ca527b2ce188e96335f39119,0.837876795,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__uncultured_bacterium,ASV1138
ASV1139,ASV1139,8c852550a9dd921546c644868fc80bf0,0.999477201,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1139
ASV1140,ASV1140,8c926642c8600f4fbba0869ce4174366,0.952564573,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacteriaceae,ASV1140
ASV1141,ASV1141,8c987086cb17de25bcc3639cb1189538,0.989759965,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__bacterium_SH5-3,ASV1141
ASV1142,ASV1142,8caba113239670f6e713390d821c1b68,0.870250585,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome,ASV1142
ASV1143,ASV1143,8d413674eb5f9e5fb846af73622e65f8,0.997065956,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__unidentified_marine,ASV1143
ASV1144,ASV1144,8dcb123ccb483ed47b3cf6865b952ef4,0.999994146,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Acholeplasma,,ASV1144
ASV1145,ASV1145,8e2f2286211109beab60377e60e6943b,0.99999991,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,s__uncultured_prokaryote,ASV1145
ASV1146,ASV1146,8e37e0164c5bc9abcd62062dc85a6e4d,0.970566969,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__uncultured_Verrucomicrobiales,ASV1146
ASV1147,ASV1147,8e591c672127c2fd701253fffc848f86,0.999365729,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Crocinitomix,s__unidentified_marine,ASV1147
ASV1148,ASV1148,8e679ff73238116e929c0a6ad6d7765e,0.917712537,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_bacterium,ASV1148
ASV1149,ASV1149,8edfe05d482c0e935ea53e53276413cd,0.998150289,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1149
ASV1150,ASV1150,8f0fb86873884e6abb25dee8e804ac71,0.889376,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__bacterium_enrichment,ASV1150
ASV1151,ASV1151,8f2c91f5af1c9f08a83bcbd28b981242,0.705734371,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,s__uncultured_cyanobacterium,ASV1151
ASV1152,ASV1152,8f508df9793a32f8655c20b1f1ea1da8,0.976838025,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_Fibrobacteres/Acidobacteria,ASV1152
ASV1153,ASV1153,8f98db92eb0b99e8e6b0a1aa33689c4e,0.843541675,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__unidentified_marine,ASV1153
ASV1154,ASV1154,8fb63ec7f4aecfd9a374269010d1af04,0.884029426,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,,ASV1154
ASV1155,ASV1155,8fc62172533f722c32f7bef36fbff0cd,0.928273372,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__Woesearchaeales,g__Woesearchaeales,s__uncultured_euryarchaeote,ASV1155
ASV1156,ASV1156,8fca65b4480d65b3e6b3c076831ff9ef,0.975827037,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ia,s__Candidatus_Pelagibacter,ASV1156
ASV1157,ASV1157,8fd0cde4a0146d7dc057e0108f1ba146,1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__Oikopleura,,ASV1157
